external_id,location,region,province,province_code,match,alias_used,old_lat,old_lon,new_lat,new_lon,distance_shift_km,changed
BENV-2026-IDATIDOSI-85113-BOVINO,SENEGHE,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,40.082249,8.615723,19.940,true
BENV-2026-IDATIDOSI-85175-BOVINO,BAULADU,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,40.020549,8.671925,14.637,true
BENV-2026-IDATIDOSI-85645-OVINO,CUGLIERI,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,40.188472,8.567405,31.727,true
BENV-2026-IDATIDOSI-85787-OVINO,VILLAURBANA,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.885647,8.777429,15.897,true
BENV-2026-IDATIDOSI-85361-OVINO,SAN VERO MILIS,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,40.014548,8.598224,12.324,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-85153-OVINO,SIRIS,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.712644,8.774832,26.346,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84209-OVINO,USELLUS,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.809646,8.850732,24.395,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84659-BOVINO,BRACCIANO,Lazio,Roma,RM,municipality_region,false,41.90280,12.49640,42.101095,12.173857,34.591,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84677-OVINO,SENEGHE,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,40.082249,8.615723,19.940,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84073-OVINO,SANTA GIUSTA,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.878178,8.609973,3.212,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-83886-OVINO,SAGAMA,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,40.261552,8.577520,39.801,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-83983-OVINO,ALLAI,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.957173,8.863076,23.814,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-82809-BOVINO,BRACCIANO,Lazio,Roma,RM,municipality_region,false,41.90280,12.49640,42.101095,12.173857,34.591,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84189-OVINO,SAN VERO MILIS,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,40.014548,8.598224,12.324,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84208-OVINO,ALES,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.768245,8.815632,24.287,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84077-OVINO,ORISTANO,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,40.026568,8.679642,15.536,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-83858-OVINO,SENEGHE,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,40.082249,8.615723,19.940,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-83969-BOVINO,ARBOREA,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.773846,8.581753,14.480,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84847-CAPRA,PALMAS ARBOREA,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.876646,8.643127,5.263,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84188-OVINO,NARBOLIA,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,40.047650,8.575169,16.064,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84193-OVINO,CABRAS,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.930314,8.532054,5.946,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84075-CAPRA,ORISTANO,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,40.026568,8.679642,15.536,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84140-OVINO,POMPU,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.724544,8.795432,26.409,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84141-OVINO,SENIS,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.824147,8.940033,30.948,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84172-OVINO,SIAPICCIA,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.927948,8.762128,14.705,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84846-OVINO,SANTA GIUSTA,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.878178,8.609973,3.212,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84849-OVINO,NURECI,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.823348,8.973834,33.746,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-83847-OVINO,SAN VERO MILIS,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,40.014548,8.598224,12.324,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-83604-OVINO,ZEDDIANI,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.989947,8.595324,9.582,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84210-OVINO,CURCURIS,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.746145,8.830632,26.843,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84224-OVINO,TRAMATZA,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,40.003748,8.649537,12.127,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84234-OVINO,SANTA GIUSTA,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.878178,8.609973,3.212,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84675-OVINO,SENEGHE,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,40.082249,8.615723,19.940,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84678-OVINO,SENEGHE,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,40.082249,8.615723,19.940,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84821-OVINO,SIAMANNA,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.920748,8.761028,14.488,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-83846-OVINO,CABRAS,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.930314,8.532054,5.946,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-83848-OVINO,CABRAS,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.930314,8.532054,5.946,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84139-OVINO,BIDONI\',Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,40.113053,8.936429,37.402,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84166-OVINO,ARBOREA,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.773846,8.581753,14.480,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84176-OVINO,SIAMANNA,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.920748,8.761028,14.488,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-83854-OVINO,SENEGHE,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,40.082249,8.615723,19.940,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84179-OVINO,ASUNI,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.872448,8.946433,30.390,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84217-OVINO,MOGORO,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.684710,8.777088,29.016,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84237-OVINO,SIAPICCIA,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.927948,8.762128,14.705,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84124-BOVINO,ABBASANTA,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,40.126752,8.818027,31.355,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-83883-OVINO,TRAMATZA,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,40.003748,8.649537,12.127,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84485-OVINO,VILLAURBANA,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.885647,8.777429,15.897,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84233-OVINO,ORISTANO,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,40.026568,8.679642,15.536,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84238-OVINO,SIAPICCIA,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.927948,8.762128,14.705,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-83859-OVINO,SENEGHE,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,40.082249,8.615723,19.940,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-83864-OVINO,SIAMAGGIORE,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.950147,8.636025,6.346,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-83849-OVINO,CABRAS,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.930314,8.532054,5.946,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-83851-OVINO,BUSACHI,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,40.032651,8.896729,29.614,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84229-OVINO,AIDOMAGGIORE,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,40.170753,8.856527,37.229,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84676-OVINO,SENEGHE,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,40.082249,8.615723,19.940,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84708-OVINO,URAS,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.700643,8.700030,24.383,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84076-OVINO,SANTA GIUSTA,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.878178,8.609973,3.212,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-83861-OVINO,SENEGHE,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,40.082249,8.615723,19.940,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-83603-BOVINO,ANGUILLARA SABAZIA,Lazio,Roma,RM,municipality_region,false,41.90280,12.49640,42.083709,12.282982,26.753,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84699-OVINO,ALES,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.768245,8.815632,24.287,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84703-OVINO,SAN NICOLO\' D\'ARCIDANO,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.683392,8.646875,24.943,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84168-OVINO,ALLAI,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.957173,8.863076,23.814,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84177-OVINO,LACONI,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.852649,9.050435,39.480,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-83855-OVINO,SEDILO,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,40.173151,8.919122,40.862,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84204-OVINO,ALES,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.768245,8.815632,24.287,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84206-OVINO,USELLUS,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.809646,8.850732,24.395,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84328-BOVINO,ROSELLO,Abruzzo,Chieti,CH,municipality_region,false,42.34790,14.16380,41.900832,14.349818,52.025,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84700-OVINO,USELLUS,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.809646,8.850732,24.395,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84167-OVINO,SAMUGHEO,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.946150,8.940532,30.041,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-85360-OVINO,SAN VERO MILIS,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,40.014548,8.598224,12.324,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-83626-OVINO,PALMAS ARBOREA,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.876646,8.643127,5.263,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84503-OVINO,VILLAURBANA,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.885647,8.777429,15.897,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84505-OVINO,VILLAURBANA,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.885647,8.777429,15.897,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84507-OVINO,VILLAURBANA,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.885647,8.777429,15.897,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84180-OVINO,SENIS,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.824147,8.940033,30.948,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84711-OVINO,URAS,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.700643,8.700030,24.383,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84169-OVINO,SAMUGHEO,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.946150,8.940532,30.041,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84174-OVINO,SIAPICCIA,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.927948,8.762128,14.705,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-83863-OVINO,FORDONGIANUS,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.994549,8.809828,21.088,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-83980-OVINO,ALLAI,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.957173,8.863076,23.814,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84820-OVINO,SIAPICCIA,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.927948,8.762128,14.705,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-83852-OVINO,BUSACHI,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,40.032651,8.896729,29.614,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84506-OVINO,OLLASTRA,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.950948,8.734227,13.166,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84219-OVINO,POMPU,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.724544,8.795432,26.409,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84123-BOVINO,FORDONGIANUS,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.994549,8.809828,21.088,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84137-OVINO,SOLARUSSA,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.955747,8.671526,8.869,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84145-OVINO,SCANO DI MONTIFERRO,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,40.216330,8.584092,34.759,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-83718-SCIACALLO,TORVISCOSA,Friuli Venezia Giulia,Udine,UD,municipality_region,false,46.07110,13.23460,45.822216,13.276933,27.868,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-83829-OVINO,BARATILI SAN PIETRO,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.992831,8.555784,10.385,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-83624-OVINO,SIAMANNA,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.920748,8.761028,14.488,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-83625-OVINO,SIAMANNA,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.920748,8.761028,14.488,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84190-OVINO,SAN VERO MILIS,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,40.014548,8.598224,12.324,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84223-OVINO,MOGORO,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.684710,8.777088,29.016,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-83775-BOVINO,SANTU LUSSURGIU,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,40.141686,8.651038,26.916,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-83853-OVINO,BUSACHI,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,40.032651,8.896729,29.614,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-83584-OVINO,ORISTANO,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,40.026568,8.679642,15.536,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84655-BOVINO,CERVETERI,Lazio,Roma,RM,municipality_region,false,41.90280,12.49640,41.998360,12.098851,34.551,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84074-OVINO,PALMAS ARBOREA,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.876646,8.643127,5.263,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84117-BOVINO,SCANO DI MONTIFERRO,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,40.216330,8.584092,34.759,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84146-OVINO,NEONELI,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,40.064752,8.946730,35.081,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84175-OVINO,SENIS,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.824147,8.940033,30.948,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-83519-BOVINO,ARBOREA,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.773846,8.581753,14.480,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84205-OVINO,USELLUS,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.809646,8.850732,24.395,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84232-OVINO,PALMAS ARBOREA,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.876646,8.643127,5.263,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84211-OVINO,ALES,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.768245,8.815632,24.287,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84218-OVINO,MOGORO,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.684710,8.777088,29.016,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84302-BOVINO,BRACCIANO,Lazio,Roma,RM,municipality_region,false,41.90280,12.49640,42.101095,12.173857,34.591,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-83300-BOVINO,MARRUBIU,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.752143,8.637228,17.289,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84178-OVINO,OLLASTRA,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.950948,8.734227,13.166,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-83888-OVINO,SCANO DI MONTIFERRO,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,40.216330,8.584092,34.759,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84144-OVINO,FORDONGIANUS,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.994549,8.809828,21.088,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-83857-OVINO,SEDILO,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,40.173151,8.919122,40.862,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-83887-OVINO,TRESNURAGHES,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,40.252104,8.519960,39.220,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84822-OVINO,SIAPICCIA,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.927948,8.762128,14.705,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84824-OVINO,SIAMANNA,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.920748,8.761028,14.488,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84191-OVINO,NARBOLIA,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,40.047650,8.575169,16.064,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84203-OVINO,PAU,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.791546,8.802331,21.826,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84225-OVINO,MILIS,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,40.050449,8.637024,16.740,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84664-OVINO,SCANO DI MONTIFERRO,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,40.216330,8.584092,34.759,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-85422-OVINO,LACONI,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.852649,9.050435,39.480,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84670-OVINO,MONTRESTA,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,40.373654,8.499617,52.840,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84690-OVINO,TRAMATZA,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,40.003748,8.649537,12.127,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84701-OVINO,PAU,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.791546,8.802331,21.826,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-85349-OVINO,URAS,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.700643,8.700030,24.383,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-85381-OVINO,TRESNURAGHES,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,40.252104,8.519960,39.220,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-85426-OVINO,MOGORELLA,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.864598,8.857931,23.055,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-85430-OVINO,RUINAS,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.907148,8.897631,26.021,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-85431-OVINO,RUINAS,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.907148,8.897631,26.021,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-85434-OVINO,MOGORELLA,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.864598,8.857931,23.055,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84669-OVINO,MONTRESTA,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,40.373654,8.499617,52.840,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84984-OVINO,NARBOLIA,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,40.047650,8.575169,16.064,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-85341-OVINO,BARESSA,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.712745,8.875334,32.165,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-85344-OVINO,BARESSA,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.712745,8.875334,32.165,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-85413-OVINO,OLLASTRA,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.950948,8.734227,13.166,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-85438-OVINO,PAULILATINO,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,40.084032,8.763937,24.793,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-85174-BOVINO,BAULADU,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,40.020549,8.671925,14.637,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-85114-BOVINO,SENEGHE,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,40.082249,8.615723,19.940,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84816-BOVINO,GHILARZA,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,40.119652,8.834927,31.654,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84912-OVINO,SOLARUSSA,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.955747,8.671526,8.869,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-85340-OVINO,USELLUS,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.809646,8.850732,24.395,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-85435-OVINO,RUINAS,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.907148,8.897631,26.021,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-85546-OVINO,VILLAURBANA,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.885647,8.777429,15.897,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-85425-OVINO,RUINAS,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.907148,8.897631,26.021,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-85433-OVINO,MOGORELLA,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.864598,8.857931,23.055,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-85294-BOVINO,MORGONGIORI,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.746644,8.770131,23.135,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-85348-OVINO,URAS,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.700643,8.700030,24.383,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-85424-OVINO,RUINAS,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.907148,8.897631,26.021,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-85322-BOVINO,SAMUGHEO,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.946150,8.940532,30.041,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84985-OVINO,RIOLA SARDO,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.994102,8.538673,11.043,true
BENV-2026-IDATIDOSI-ECHINOCOCCOSI-84910-OVINO,SOLARUSSA,Sardegna,Oristano,OR,municipality_region,false,39.90380,8.59260,39.955747,8.671526,8.869,true
