source_file,benv_id,raw_comune,raw_provincia,raw_regione,matched_level,matched_label,lat,lon,note
agalassia_contagiosa_2026_italia.xlsx,83941,BARI SARDO,NU,SARDEGNA,province,BARI SARDO,40.32020,9.32640,municipality centroid unavailable; coordinates set to province capital for map display
agalassia_contagiosa_2026_italia.xlsx,83237,GIAVE,SS,SARDEGNA,province,GIAVE,40.72590,8.55570,municipality centroid unavailable; coordinates set to province capital for map display
agalassia_contagiosa_2026_italia.xlsx,82873,URI,SS,SARDEGNA,province,URI,40.72590,8.55570,municipality centroid unavailable; coordinates set to province capital for map display
agalassia_contagiosa_2026_italia.xlsx,85192,ITTIRI,SS,SARDEGNA,province,ITTIRI,40.72590,8.55570,municipality centroid unavailable; coordinates set to province capital for map display
agalassia_contagiosa_2026_italia.xlsx,83512,GIAVE,SS,SARDEGNA,province,GIAVE,40.72590,8.55570,municipality centroid unavailable; coordinates set to province capital for map display
anemia_infettiva_2026_italia.xlsx,85161,CAPRIE,TO,PIEMONTE,province,CAPRIE,45.07030,7.68690,municipality centroid unavailable; coordinates set to province capital for map display
anemia_infettiva_2026_italia.xlsx,85285,FISCIANO,SA,CAMPANIA,province,FISCIANO,40.68240,14.76810,municipality centroid unavailable; coordinates set to province capital for map display
anemia_infettiva_2026_italia.xlsx,83811,CAPRIE,TO,PIEMONTE,province,CAPRIE,45.07030,7.68690,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83631,RENDE,CS,CALABRIA,province,RENDE,39.29830,16.25370,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83660,BASCIANO,TE,ABRUZZO,province,BASCIANO,42.66120,13.69900,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83662,CAMPLI,TE,ABRUZZO,province,CAMPLI,42.66120,13.69900,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83361,ALSENO,PC,EMILIA ROMAGNA,province,ALSENO,45.05260,9.69340,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84201,FLAIBANO,UD,FRIULI VENEZIA GIULIA,province,FLAIBANO,46.07110,13.23460,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84763,CASTROVILLARI,CS,CALABRIA,province,CASTROVILLARI,39.29830,16.25370,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84844,TRIUGGIO,MB,LOMBARDIA,province,TRIUGGIO,45.58450,9.27440,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84852,VALVESTINO,BS,LOMBARDIA,province,VALVESTINO,45.54160,10.21180,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83380,BORGOSESIA,VC,PIEMONTE,province,BORGOSESIA,45.32310,8.42390,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84207,ENDINE GAIANO,BG,LOMBARDIA,province,ENDINE GAIANO,45.69830,9.67730,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83879,MORTEGLIANO,UD,FRIULI VENEZIA GIULIA,province,MORTEGLIANO,46.07110,13.23460,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83943,COLLEDARA,TE,ABRUZZO,province,COLLEDARA,42.66120,13.69900,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83726,SARDARA,SU,SARDEGNA,province,SARDARA,39.16720,8.52220,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83574,VALVESTINO,BS,LOMBARDIA,province,VALVESTINO,45.54160,10.21180,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84470,LONATE CEPPINO,VA,LOMBARDIA,province,LONATE CEPPINO,45.82060,8.82510,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84291,ENNA,EN,SICILIA,province,ENNA,37.56760,14.27990,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83268,PIURO,SO,LOMBARDIA,province,PIURO,46.16990,9.87880,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84029,MONTEREALE VALCELLINA,PN,FRIULI VENEZIA GIULIA,province,MONTEREALE VALCELLINA,45.95690,12.66050,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84059,AIELLO DEL FRIULI,UD,FRIULI VENEZIA GIULIA,province,AIELLO DEL FRIULI,46.07110,13.23460,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84833,REDONDESCO,MN,LOMBARDIA,province,REDONDESCO,45.15640,10.79140,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,82916,SERRAMAZZONI,MO,EMILIA ROMAGNA,province,SERRAMAZZONI,44.64710,10.92520,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83828,TORREANO,UD,FRIULI VENEZIA GIULIA,province,TORREANO,46.07110,13.23460,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83525,ANGERA,VA,LOMBARDIA,province,ANGERA,45.82060,8.82510,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84290,ENNA,EN,SICILIA,province,ENNA,37.56760,14.27990,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83214,PIANICO,BG,LOMBARDIA,province,PIANICO,45.69830,9.67730,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,82794,MAJANO,UD,FRIULI VENEZIA GIULIA,province,MAJANO,46.07110,13.23460,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83882,TENNO,TN,TRENTINO ALTO ADIGE,province,TENNO,46.07480,11.12170,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83932,PREMIA,VB,PIEMONTE,province,PREMIA,45.92140,8.55100,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84902,PELLEGRINO PARMENSE,PR,EMILIA ROMAGNA,province,PELLEGRINO PARMENSE,44.80150,10.32790,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83572,LONATO DEL GARDA,BS,LOMBARDIA,province,LONATO DEL GARDA,45.54160,10.21180,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,85326,MESENZANA,VA,LOMBARDIA,province,MESENZANA,45.82060,8.82510,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84496,PIANICO,BG,LOMBARDIA,province,PIANICO,45.69830,9.67730,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84788,BASCIANO,TE,ABRUZZO,province,BASCIANO,42.66120,13.69900,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,82918,BORGONOVO VAL TIDONE,PC,EMILIA ROMAGNA,province,BORGONOVO VAL TIDONE,45.05260,9.69340,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83560,PELLIZZANO,TN,TRENTINO ALTO ADIGE,province,PELLIZZANO,46.07480,11.12170,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,85586,CAPO DI PONTE,BS,LOMBARDIA,province,CAPO DI PONTE,45.54160,10.21180,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84466,SGONICO,TS,FRIULI VENEZIA GIULIA,province,SGONICO,45.64950,13.77680,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84472,MARIANO COMENSE,CO,LOMBARDIA,province,MARIANO COMENSE,45.80810,9.08520,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83509,DORGALI,NU,SARDEGNA,province,DORGALI,40.32020,9.32640,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83511,FONTANELICE,BO,EMILIA ROMAGNA,province,FONTANELICE,44.49490,11.34260,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83517,TEGLIO,SO,LOMBARDIA,province,TEGLIO,46.16990,9.87880,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83059,MALVITO,CS,CALABRIA,province,MALVITO,39.29830,16.25370,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84779,BISENTI,TE,ABRUZZO,province,BISENTI,42.66120,13.69900,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83754,TERAMO,TE,ABRUZZO,province,TERAMO,42.66120,13.69900,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83549,FERRANDINA,MT,BASILICATA,province,FERRANDINA,40.66640,16.60430,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,85259,BUSSETO,PR,EMILIA ROMAGNA,province,BUSSETO,44.80150,10.32790,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83381,ZIBIDO SAN GIACOMO,MI,LOMBARDIA,province,ZIBIDO SAN GIACOMO,45.46420,9.19000,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84212,CELLINO ATTANASIO,TE,ABRUZZO,province,CELLINO ATTANASIO,42.66120,13.69900,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84129,GRIGNASCO,NO,PIEMONTE,province,GRIGNASCO,45.44690,8.62220,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83970,FURORE,SA,CAMPANIA,province,FURORE,40.68240,14.76810,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,82928,PELLIZZANO,TN,TRENTINO ALTO ADIGE,province,PELLIZZANO,46.07480,11.12170,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84786,LADISPOLI,RM,LAZIO,province,LADISPOLI,41.90280,12.49640,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83724,GIUNGANO,SA,CAMPANIA,province,GIUNGANO,40.68240,14.76810,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83540,LEGNANO,MI,LOMBARDIA,province,LEGNANO,45.46420,9.19000,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,85168,VILLACHIARA,BS,LOMBARDIA,province,VILLACHIARA,45.54160,10.21180,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84399,ALTA VAL TIDONE,PC,EMILIA ROMAGNA,province,ALTA VAL TIDONE,45.05260,9.69340,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84498,VALVESTINO,BS,LOMBARDIA,province,VALVESTINO,45.54160,10.21180,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84250,CARFIZZI,KR,CALABRIA,province,CARFIZZI,39.08080,17.12710,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84564,CASTELVETRO DI MODENA,MO,EMILIA ROMAGNA,province,CASTELVETRO DI MODENA,44.64710,10.92520,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83213,TRESCORE BALNEARIO,BG,LOMBARDIA,province,TRESCORE BALNEARIO,45.69830,9.67730,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83347,RIVA DEL GARDA,TN,TRENTINO ALTO ADIGE,province,RIVA DEL GARDA,46.07480,11.12170,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84416,MONTEREALE VALCELLINA,PN,FRIULI VENEZIA GIULIA,province,MONTEREALE VALCELLINA,45.95690,12.66050,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84439,MONCHIO DELLE CORTI,PR,EMILIA ROMAGNA,province,MONCHIO DELLE CORTI,44.80150,10.32790,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83378,CUNICO,AT,PIEMONTE,province,CUNICO,44.90080,8.20660,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83510,NOTARESCO,TE,ABRUZZO,province,NOTARESCO,42.66120,13.69900,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84202,BAGNOLO MELLA,BS,LOMBARDIA,province,BAGNOLO MELLA,45.54160,10.21180,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83931,DOMODOSSOLA,VB,PIEMONTE,province,DOMODOSSOLA,45.92140,8.55100,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83981,MONTECHIARUGOLO,PR,EMILIA ROMAGNA,province,MONTECHIARUGOLO,44.80150,10.32790,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84028,SPILIMBERGO,PN,FRIULI VENEZIA GIULIA,province,SPILIMBERGO,45.95690,12.66050,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84094,REGALBUTO,EN,SICILIA,province,REGALBUTO,37.56760,14.27990,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84162,TOLMEZZO,UD,FRIULI VENEZIA GIULIA,province,TOLMEZZO,46.07110,13.23460,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83934,BUDOIA,PN,FRIULI VENEZIA GIULIA,province,BUDOIA,45.95690,12.66050,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83971,SCALA,SA,CAMPANIA,province,SCALA,40.68240,14.76810,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84889,PONCARALE,BS,LOMBARDIA,province,PONCARALE,45.54160,10.21180,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83711,STRESA,VB,PIEMONTE,province,STRESA,45.92140,8.55100,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83636,MONZAMBANO,MN,LOMBARDIA,province,MONZAMBANO,45.15640,10.79140,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83509,DORGALI,NU,SARDEGNA,province,DORGALI,40.32020,9.32640,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83524,MORAZZONE,VA,LOMBARDIA,province,MORAZZONE,45.82060,8.82510,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84319,CASTROVILLARI,CS,CALABRIA,province,CASTROVILLARI,39.29830,16.25370,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83346,LEDRO,TN,TRENTINO ALTO ADIGE,province,LEDRO,46.07480,11.12170,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83919,COSTA VOLPINO,BG,LOMBARDIA,province,COSTA VOLPINO,45.69830,9.67730,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83805,ROSE,CS,CALABRIA,province,ROSE,39.29830,16.25370,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83558,CASTEL ROZZONE,BG,LOMBARDIA,province,CASTEL ROZZONE,45.69830,9.67730,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84745,PALAZZO PIGNANO,CR,LOMBARDIA,province,PALAZZO PIGNANO,45.13320,10.02270,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84783,CAMPLI,TE,ABRUZZO,province,CAMPLI,42.66120,13.69900,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84787,LADISPOLI,RM,LAZIO,province,LADISPOLI,41.90280,12.49640,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83561,REGALBUTO,EN,SICILIA,province,REGALBUTO,37.56760,14.27990,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84402,MONTERENZIO,BO,EMILIA ROMAGNA,province,MONTERENZIO,44.49490,11.34260,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84497,TRESCORE BALNEARIO,BG,LOMBARDIA,province,TRESCORE BALNEARIO,45.69830,9.67730,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84301,VERBANIA,VB,PIEMONTE,province,VERBANIA,45.92140,8.55100,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84657,FORNI DI SOTTO,UD,FRIULI VENEZIA GIULIA,province,FORNI DI SOTTO,46.07110,13.23460,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84542,FONTANELLATO,PR,EMILIA ROMAGNA,province,FONTANELLATO,44.80150,10.32790,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,82793,COLLOREDO DI MONTE ALBANO,UD,FRIULI VENEZIA GIULIA,province,COLLOREDO DI MONTE ALBANO,46.07110,13.23460,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83873,CORNEDO ALL\'ISARCO - KARNEID,BZ,TRENTINO ALTO ADIGE,province,CORNEDO ALL\'ISARCO - KARNEID,46.49830,11.35480,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84777,PENNA SANT\'ANDREA,TE,ABRUZZO,province,PENNA SANT\'ANDREA,42.66120,13.69900,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84778,PALAZZO PIGNANO,CR,LOMBARDIA,province,PALAZZO PIGNANO,45.13320,10.02270,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84782,CAMPLI,TE,ABRUZZO,province,CAMPLI,42.66120,13.69900,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84785,CENTALLO,CN,PIEMONTE,province,CENTALLO,44.38450,7.54270,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,82921,NOVA LEVANTE - WELSCHNOFEN,BZ,TRENTINO ALTO ADIGE,province,NOVA LEVANTE - WELSCHNOFEN,46.49830,11.35480,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83573,TREMOSINE,BS,LOMBARDIA,province,TREMOSINE,45.54160,10.21180,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,85172,LENO,BS,LOMBARDIA,province,LENO,45.54160,10.21180,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84418,VILLESSE,GO,FRIULI VENEZIA GIULIA,province,VILLESSE,45.94150,13.62200,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83251,MONTAGNA IN VALTELLINA,SO,LOMBARDIA,province,MONTAGNA IN VALTELLINA,46.16990,9.87880,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83263,FANANO,MO,EMILIA ROMAGNA,province,FANANO,44.64710,10.92520,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83345,TENNO,TN,TRENTINO ALTO ADIGE,province,TENNO,46.07480,11.12170,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83145,LADISPOLI,RM,LAZIO,province,LADISPOLI,41.90280,12.49640,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84023,PARUZZARO,NO,PIEMONTE,province,PARUZZARO,45.44690,8.62220,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84048,BEURA-CARDEZZA,VB,PIEMONTE,province,BEURA-CARDEZZA,45.92140,8.55100,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84092,CIVIDALE DEL FRIULI,UD,FRIULI VENEZIA GIULIA,province,CIVIDALE DEL FRIULI,46.07110,13.23460,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84128,BORGOSESIA,VC,PIEMONTE,province,BORGOSESIA,45.32310,8.42390,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83807,PONCARALE,BS,LOMBARDIA,province,PONCARALE,45.54160,10.21180,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83661,CAMPLI,TE,ABRUZZO,province,CAMPLI,42.66120,13.69900,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84406,VALSAMOGGIA,BO,EMILIA ROMAGNA,province,VALSAMOGGIA,44.49490,11.34260,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84468,CAPANNORI,LU,TOSCANA,province,CAPANNORI,43.84290,10.50270,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83933,MALESCO,VB,PIEMONTE,province,MALESCO,45.92140,8.55100,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84796,CELLINO ATTANASIO,TE,ABRUZZO,province,CELLINO ATTANASIO,42.66120,13.69900,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83714,PADERNO FRANCIACORTA,BS,LOMBARDIA,province,PADERNO FRANCIACORTA,45.54160,10.21180,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,85515,LENO,BS,LOMBARDIA,province,LENO,45.54160,10.21180,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83417,VILLAVALLELONGA,AQ,ABRUZZO,province,VILLAVALLELONGA,42.34980,13.39950,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83344,VALLARSA,TN,TRENTINO ALTO ADIGE,province,VALLARSA,46.07480,11.12170,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84776,NOTARESCO,TE,ABRUZZO,province,NOTARESCO,42.66120,13.69900,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83828,TORREANO,UD,FRIULI VENEZIA GIULIA,province,TORREANO,46.07110,13.23460,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83325,GERMIGNAGA,VA,LOMBARDIA,province,GERMIGNAGA,45.82060,8.82510,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83877,VARMO,UD,FRIULI VENEZIA GIULIA,province,VARMO,46.07110,13.23460,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84757,LEONFORTE,EN,SICILIA,province,LEONFORTE,37.56760,14.27990,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,82919,LAMA MOCOGNO,MO,EMILIA ROMAGNA,province,LAMA MOCOGNO,44.64710,10.92520,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,82925,IMER,TN,TRENTINO ALTO ADIGE,province,IMER,46.07480,11.12170,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83566,CIVITAVECCHIA,RM,LAZIO,province,CIVITAVECCHIA,41.90280,12.49640,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83627,TEGLIO,SO,LOMBARDIA,province,TEGLIO,46.16990,9.87880,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84395,GONARS,UD,FRIULI VENEZIA GIULIA,province,GONARS,46.07110,13.23460,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84471,BREBBIA,VA,LOMBARDIA,province,BREBBIA,45.82060,8.82510,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84504,SASSUOLO,MO,EMILIA ROMAGNA,province,SASSUOLO,44.64710,10.92520,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83385,CARBONIA,SU,SARDEGNA,province,CARBONIA,39.16720,8.52220,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83399,SAN FLORO,CZ,CALABRIA,province,SAN FLORO,38.90980,16.58770,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83515,GERA LARIO,CO,LOMBARDIA,province,GERA LARIO,45.80810,9.08520,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84157,GROSIO,SO,LOMBARDIA,province,GROSIO,46.16990,9.87880,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83872,RENON - RITTEN,BZ,TRENTINO ALTO ADIGE,province,RENON - RITTEN,46.49830,11.35480,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83982,CASALFIUMANESE,BO,EMILIA ROMAGNA,province,CASALFIUMANESE,44.49490,11.34260,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83900,LONGOBARDI,CS,CALABRIA,province,LONGOBARDI,39.29830,16.25370,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83439,TRAMONTI,SA,CAMPANIA,province,TRAMONTI,40.68240,14.76810,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84922,FRANCOFONTE,SR,SICILIA,province,FRANCOFONTE,37.07550,15.28660,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83890,MOTTA CAMASTRA,ME,SICILIA,province,MOTTA CAMASTRA,38.19380,15.55400,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,85257,FIDENZA,PR,EMILIA ROMAGNA,province,FIDENZA,44.80150,10.32790,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84024,CAROLEI,CS,CALABRIA,province,CAROLEI,39.29830,16.25370,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84491,PIEVE TORINA,MC,MARCHE,province,PIEVE TORINA,43.29840,13.45310,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,85066,SANTA SOFIA D\'EPIRO,CS,CALABRIA,province,SANTA SOFIA D\'EPIRO,39.29830,16.25370,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84726,SIRACUSA,SR,SICILIA,province,SIRACUSA,37.07550,15.28660,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84721,ZIBIDO SAN GIACOMO,MI,LOMBARDIA,province,ZIBIDO SAN GIACOMO,45.46420,9.19000,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,84921,FRANCOFONTE,SR,SICILIA,province,FRANCOFONTE,37.07550,15.28660,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,85312,MARANO MARCHESATO,CS,CALABRIA,province,MARANO MARCHESATO,39.29830,16.25370,municipality centroid unavailable; coordinates set to province capital for map display
bluetongue_2026_italia.xlsx,83414,SAN MARCO IN LAMIS,FG,PUGLIA,province,SAN MARCO IN LAMIS,41.46220,15.54460,municipality centroid unavailable; coordinates set to province capital for map display
